complex,Halo_ARID4A,Halo_ARID4B,Halo_BRMS1,Halo_BRMS1L,Halo_GATAD1,HDAC1.Halo,HDAC2_Halo,Halo_ING1,Halo_ING2,MORF4L1_Halo,Halo_PHF12,Halo_RBBP4,Halo_SAP30,Halo_SAP30L,Halo_SAP130,SIN3A_Halo,SIN3B_2_Halo,Halo_SUDS3
0,71.75,96.25,59.25,83,65.33333333,43.6,20.5,41.66666667,85.4,20.66666667,28.66666667,115.3333333,27.5,35,67,52,19.25,70.66666667
0,16.75,16.25,27.25,21.66666667,15,23.2,18.5,26.66666667,20.8,13,24,26,16.75,19.75,19.66666667,29,9.5,39
0,25.20408163,9.75,15.66133005,26.93333333,15,5.4,10.75,11,10.86666667,21,20.65151515,26.24786325,6.428571429,14.75,8.833333333,27,5.25,29.91666667
0,6.5,10,8.25,9.333333333,23.33333333,4.2,6.25,6.666666667,11,15.33333333,19.66666667,21.66666667,8.5,16,9,27,2.75,10.33333333
0,4.6875,5.194444444,8.5,5.666666667,9.666666667,1.6,2.5,6,13.84,2.333333333,6,11.49275362,5.5,4.625,8.3,8.666666667,0.75,5.228070175
0,14.75,31.75,23,48.33333333,35.66666667,14.8,13.5,19.66666667,28.2,29.66666667,17.66666667,31,18.25,29,18,29.66666667,11.75,27
0,9.75,26.75,12.5,20,19.33333333,6.4,9.75,8.666666667,21.4,10.33333333,30.66666667,16.66666667,7,9,12.33333333,15.33333333,10,8.333333333
0,8.094827586,36.44256757,7.75,12.33333333,15,10.2,3,18.93726741,21.76643342,11.33333333,6.666666667,20.66666667,15.75,19.75,14.89361702,16.33333333,10.25,13.66666667
0,24.625,42.86038961,7,21.0952381,6.666666667,13,13.75,11.66666667,32.6,3.166666667,6,17.8,14.8125,45.175,21.47619048,6,2.875,5.833333333
0,26.25,37,31.25,49,62,11.8,15.75,17,66.2,31.33333333,39.66666667,38,17.25,32.5,40,34,15.25,61.66666667
0,14,21.25,12.75,24.33333333,4,8.8,3,14.33333333,27.8,1.666666667,4,14,8.5,9.25,17.33333333,10.33333333,3.75,12
0,6.5,8.5,20,36.33333333,9.333333333,4.2,3,5.666666667,19,7.333333333,10.66666667,15,12.5,15.75,7,13,3.25,24
0,5.5,6,8.5,6.666666667,8.666666667,3.4,5,4.666666667,4.8,10,10,9,1.75,5.5,3.333333333,15.33333333,3.25,15.33333333
0,8,14.75,16.75,11.66666667,15.66666667,11.8,5,13,22,5.666666667,17.66666667,16,9.75,9,15.33333333,12,6.25,11.33333333
0,8.75,14,11,7.666666667,5.666666667,2,11,7.333333333,8.6,7.666666667,2,7,6,7,5.666666667,9,2.25,19.66666667
0,9.25,11,16,27,6.666666667,4.4,5,8.333333333,13.4,8.666666667,7.333333333,10.33333333,6.75,8,8,8.666666667,4.25,20.33333333
0,4.25,5.75,11.5,10.66666667,4.666666667,3.2,5.5,7.333333333,6.8,2,4.333333333,15.66666667,6,5.75,3,3,8.5,4.666666667
0,4.75,7,4,8,4.666666667,1.2,1.75,2.333333333,7,3,1.333333333,4.666666667,4.25,9,6,3.666666667,1.75,10.66666667
0,15.75,22.25,25,27.33333333,29,45.6,15.25,8.666666667,17.2,8.666666667,5.666666667,55.33333333,17,25.25,30,14.66666667,21.5,23.66666667
0,2.25,5.75,6.75,5.333333333,6,3,2.5,2.666666667,5.2,5.333333333,7,16.66666667,3.75,2.75,9.666666667,4.666666667,2.25,6
0,14.25,12.25,11,9,14.66666667,3.6,1.5,9.666666667,17.4,10.66666667,39,31.66666667,2,10.75,15.33333333,12.33333333,2.75,1
0,3.5,5.134469697,3.861111111,3.234360411,6.121212121,2.68,2.8125,2.833333333,11.83053221,4.933333333,15.6402737,8.756756757,4.0125,5.104545455,10.06190476,10.83333333,1.5625,2.736842105
0,14.5,14,12.75,29.66666667,35.66666667,3.8,4.5,4.333333333,16.4,14.66666667,35.66666667,37.66666667,9.5,16,14.66666667,23,7.75,4
0,2,4,11.75,9,6.333333333,20,3.75,5.666666667,7.4,20,3.333333333,11.33333333,14.75,20.5,19,3.666666667,8,7.666666667
0,2,3,7.75,9.333333333,1.666666667,22.8,3.5,3.666666667,6.4,25.33333333,5.333333333,12,10.5,25,18.66666667,4,5,3
0,29.25,8,4,13.33333333,2.333333333,5.6,3.75,5.666666667,20.4,4.666666667,1.666666667,17.33333333,4.5,17.75,6.333333333,2,5.5,9.333333333
0,8.25,12,8.75,12.33333333,19.33333333,4.6,2.5,8.666666667,17.2,3.666666667,11.33333333,8.666666667,8.75,3.5,9.666666667,17,0.25,5.333333333
0,4.75,11.25,7.5,15.33333333,7.333333333,2.6,1.75,4,10.6,2.666666667,5.333333333,6.333333333,3,4.5,5,4.666666667,4.25,10.33333333
0,0.75,5.75,5.25,3.666666667,6.333333333,4,10.25,6.666666667,2,4.666666667,3.333333333,3.666666667,1.75,2.25,3,6.666666667,7.5,2
0,1.5,4.5,2.5,3.666666667,4.666666667,1.8,1,1.333333333,6,1.333333333,2.666666667,4.666666667,2.5,2.5,4,2,1,5
0,3,2,2.25,11.66666667,2.666666667,3.6,2,1.666666667,4.4,0,1,8,3.5,2.25,2.666666667,2.666666667,1,4.666666667
0,24.58333333,41.67105263,24.375,14.33333333,28.66666667,9.3,3.375,19.66666667,32.00909091,1.333333333,4.333333333,43.08333333,14.625,19.5,43.24867725,21.83333333,0.625,20.66666667
0,21.125,15.625,13.125,13.33333333,17.16666667,9,3,13.66666667,31.2,2.5,6,44.33333333,11.625,15,28.33333333,14,1.375,12.16666667
0,21.125,42.125,13.125,13.33333333,17.16666667,9,3,13.66666667,31.2,2.5,6,6,11.625,15,28.33333333,14,1.375,12.16666667
0,24.25,9.5,8.25,17,5.666666667,2,5.25,8,15,4.666666667,7.333333333,10.33333333,7,8.5,9.333333333,17.33333333,0.25,31
0,7.5,14.75,9.75,18,22,4,2.5,7.333333333,14.8,0.666666667,13,19.66666667,6.5,4.75,7.333333333,7.666666667,1,12
0,16.25,12.25,15.75,21,1.666666667,5.4,10.25,12,20.8,4.333333333,0.333333333,13.66666667,12.25,16.75,13,4.666666667,4.5,23.66666667
0,9.458333333,3.375,0.875,10.27777778,5.5,6.8,0.625,3.888888889,9.066666667,3.222222222,9.75,3.888888889,2.958333333,3.708333333,3.666666667,7,6.875,2.944444444
0,12,6.25,6.25,11,3.666666667,0.6,4,5.666666667,5.2,1.333333333,3,4.666666667,1.5,1.75,2.666666667,4.666666667,0.75,7.666666667
0,7,8,4,8,4.666666667,2.2,3,4.666666667,10.4,1,2.666666667,6.333333333,3.75,3.75,6,4.666666667,1.5,3.333333333
0,8,3.75,5.25,9.666666667,7.333333333,2.2,3.5,5,6.4,5.333333333,6,15.33333333,1,6,5.333333333,8,0.5,13.33333333
0,1,2.25,7,2.333333333,4.666666667,27.6,8.25,4.666666667,1.6,8.333333333,1.666666667,6.333333333,8.5,21.25,8.333333333,8,24,5.666666667
0,2,3,5,8,7,11.4,5.25,3.333333333,4.6,2,1.666666667,5.666666667,7.75,13.5,4,2.666666667,4.75,3
0,3.5,5.5,10,11,6,0.4,1.75,3,5.8,1,3.666666667,7,1.5,4.75,4.333333333,4,3,17
0,0.5,3.25,1.5,0,8.666666667,2.8,1.25,2,2.2,3.666666667,5.666666667,10.66666667,0.5,2.25,8.333333333,3.666666667,13.5,1.666666667
0,2.25,4.5,1.5,6.333333333,2,1.8,0.25,5,2.8,2.333333333,2.333333333,15,3.5,3,6.333333333,1.333333333,3,2.666666667
0,2.016666667,4.802083333,3.5234375,1.013888889,4.044444444,0.2,1,1.695652174,4.443286867,1.333333333,1.333333333,3.714285714,2.287037037,0.762195122,4.066666667,1.38633461,2.75,1.723404255
0,2.5,7.25,4,1,4.333333333,12,2.25,6.666666667,8.6,4.666666667,0.333333333,8,4.75,13.25,11.66666667,2,10.25,8
0,36.04563492,24.5,46.01923077,8.666666667,13.05555556,13.7,12.125,5.833333333,32.78,19.77777778,16,41.75,4,35,3.833333333,14.5,7.25,41.69230769
0,0.625,2,1.266666667,1.444444444,2.722222222,23.26666667,21.10416667,6.405555556,1.9,1.666666667,5.111111111,5.944444444,0.833333333,4.583333333,9.494444444,5.944444444,1.625,0.833333333
0,0.5,2.25,4,3,1,10.8,8.5,5.666666667,0.6,2.333333333,3.666666667,5.666666667,4.5,10.75,4.333333333,2.666666667,1.25,0.333333333
0,0.625,2,1.266666667,1.444444444,2.722222222,21.66666667,15.6875,4.988888889,1.9,1.5,5.111111111,5.944444444,0.833333333,4.583333333,8.494444444,5.944444444,1.625,0.833333333
0,3.809210526,3.3,2.180555556,1,1,1.8,3.708333333,3.256410256,1.6,1.333333333,0.333333333,2.4,1.5,3.035714286,1.576719577,2,2.25,3.867948718
0,7.75,5.75,3.25,3.666666667,0.333333333,4,2,1.333333333,2,2.333333333,1,2.666666667,3,3.25,1.666666667,2.333333333,1,1.333333333
0,4,3.75,5,6.666666667,5.666666667,1.8,0.5,3,11,1.333333333,4,8,2,2,1.666666667,5,0,4.666666667
0,5.707692308,6.9,7.491666667,10.51851852,4.716666667,0.866666667,0.5,3.666666667,6.236363636,3.111111111,5,9.266666667,3.708333333,4.125,0.777777778,3.5,2,14.78792735
0,3.5,3.5,2.25,2,1.333333333,0,1.25,2.333333333,4,0,1.666666667,1,2,2.75,3,3.333333333,0,1.666666667
0,1.75,2,2.75,7,5.333333333,0,0.5,1,3,4.666666667,8.333333333,11.66666667,1,0.5,2.333333333,2.666666667,0,4
0,1,3,3,3.333333333,1,3,3,4.666666667,2.4,4,0.333333333,2,7,13.25,5.666666667,4,2.75,1.333333333
0,0.5,1.25,0,2.666666667,5.333333333,8.8,4.5,1,4.2,12.66666667,1,29.66666667,5,10,8.666666667,4.666666667,33,1.666666667
0,0.25,2.25,11,4.333333333,4.333333333,5,3.25,1.333333333,1,1,2.666666667,1.666666667,3,9.75,5.333333333,2.666666667,1.75,2
0,0.958333333,5.25,1.55,7.378787879,12.82222222,2.2,3.5,1.888888889,6.61038961,2.75,12.26207729,2.166666667,2,2.607142857,3.222222222,5.601851852,0.625,4.566666667
0,1.75,8.5,5,6,0.666666667,0.4,3.25,2.666666667,23.4,1,0,5.333333333,1.75,14.5,5,1.666666667,1.5,4
0,4.25,8.5,6.25,6.666666667,7.333333333,1.2,2.25,0.666666667,5.8,1.666666667,2.333333333,9.333333333,4.5,5.25,3.666666667,3.333333333,0.25,16.33333333
0,5.5,3.25,3.5,6.333333333,1.666666667,2,0.5,1.666666667,7,0,0.333333333,8.333333333,2.75,2.75,0.666666667,3.333333333,0.25,10.33333333
0,0,2,1,0.666666667,6,3.4,0.5,5,1.4,1,3.666666667,5.666666667,0.25,1.25,1.333333333,4.333333333,2.25,5.666666667
0,1,4.5,1.25,4,9.333333333,3,2.75,0.333333333,6.6,5,4.666666667,7,2.5,6.25,4,3.666666667,0.75,3.333333333
0,2.5,1.5,2.5,6.666666667,0.333333333,4.8,1.25,1,4,0,1.333333333,7,1.25,7,5,1.666666667,0.75,2.333333333
0,5.75,3.5,10.5,7,5,5.4,2.75,4,5.4,1,0,8,1.25,6,17.66666667,3.333333333,0.75,3
0,2.25,1.041666667,3.333333333,2.923076923,2.333333333,116.5518535,122.9205379,12.74224904,6.321978022,5.222222222,1.055555556,5.91503268,4.307692308,9.268382353,6.681818182,3.222222222,5.818181818,8.3125
0,12.25,9.5,9.25,8.333333333,2.333333333,3.4,2,9,19.2,3,8,15.33333333,4.5,13.25,2,5,0,2
0,3.75,5.25,7.5,3.666666667,5.666666667,0.2,0,3,6.4,0,5.333333333,13,1.5,3.25,3,6.333333333,0.25,4
0,0.75,1.25,8.75,1.333333333,3.333333333,28.2,25,4.666666667,1.2,5,3.333333333,2.666666667,11,15.25,6,6.666666667,17.5,1.333333333
0,0.75,1,1.75,4.666666667,10.33333333,5.4,1.75,1,8.8,7.666666667,14,18.33333333,2.25,2.5,3,8,1.5,0.333333333
0,4.333333333,2.75,3.75,1.356321839,3.733333333,4,1,2.666666667,5.058076923,0.666666667,2.333333333,1.333333333,3.25,3.5,2.333333333,1.481481481,2.25,2.333333333
0,0.25,3.25,8.5,3.333333333,3,9.6,4.25,0.333333333,1,1,2,3.333333333,6.75,10,2.333333333,3,7,0.333333333
0,0.25,2.75,0.5,1.666666667,3.666666667,2.6,2.5,2.333333333,3.8,11,4.333333333,30.66666667,3,3,3.666666667,3,12,0
0,14.25,6.25,8.75,19.33333333,1.333333333,5.4,4,5.666666667,10.4,1,0.333333333,9.666666667,3.5,6.75,2.333333333,0.666666667,0.25,16
0,2.25,2,3.25,4,2.333333333,2.2,1.25,0.666666667,1.8,0.333333333,5.333333333,3.333333333,1.5,1.25,0,2.333333333,2.5,3.666666667
0,7,5,4.5,4.333333333,0.666666667,2.4,1.75,2.666666667,3.8,2,0,1.666666667,2.25,1.25,3.666666667,3.666666667,0.25,7
0,0,1.75,3.25,0.333333333,4.666666667,15.4,6.25,5.333333333,1.8,1.666666667,1.333333333,2,7.75,35.5,14.66666667,2.666666667,4,0.333333333
0,1,2.75,0.5,0.333333333,5.666666667,1,0,0.666666667,2.2,6,2.333333333,12.66666667,1.75,2,3.666666667,1.666666667,2.25,0.333333333
0,0,3.25,4.25,0.666666667,0.333333333,1.4,4.25,4,3.2,1,5.333333333,4,0.5,0.5,1.666666667,4.333333333,5,3.333333333
0,11,13.75,18.5,22.33333333,1.666666667,5.6,3.25,16.33333333,11.4,0.666666667,0,4.333333333,5.5,7.25,2.333333333,4.333333333,0.75,10
0,1.25,1.5,5.75,3,0.666666667,15,4.5,2.666666667,3.2,1,1.333333333,1.666666667,7.25,20.75,12,0.333333333,8.5,1.666666667
0,0.125,16.38961039,7,18.9047619,0,2.8,0.25,1,17.6,3.166666667,0.666666667,25.86666667,3.1875,82.825,8.523809524,1.333333333,2.875,9.166666667
0,3.084951456,6.171634615,3.857407407,5.199095023,0.773333333,1.656235431,0.533333333,1.403508772,5.613565286,0.333333333,1.333333333,4.481481481,3.198717949,2.152459943,7.773071895,1.475708812,0,2.203216374
0,0.5,1.75,1.25,0,2.666666667,20.2,7.25,1,1.4,1.666666667,0.333333333,0.666666667,3.5,8.75,7.333333333,2,5.25,1
0,5.25,2.25,3.5,5.666666667,1.666666667,0.4,1.25,2,3.4,1.333333333,0,2.666666667,3.25,1.5,1.333333333,0,2.25,2.666666667
0,1.5,2.75,3,3,2,2.6,0.25,3.333333333,3.8,1.333333333,0.666666667,7.333333333,2.75,0.75,1.666666667,1.666666667,3.25,3.666666667
0,0.25,3,2.5,1,3,11,6,2.666666667,2.2,0,0.333333333,1.333333333,5.5,9.5,2.666666667,0.666666667,4.25,4.666666667
0,1.25,0.25,3,6.666666667,1,6.4,1.25,2.333333333,2,3,0,3.666666667,4.75,6.75,6.333333333,0.666666667,1.5,1.333333333
0,2.5,1.75,1.75,2.666666667,5.666666667,0,0.5,3,3.8,0.333333333,1.333333333,5.666666667,1.5,2,3.666666667,3,0.25,2
0,1.5,3.75,6.25,4.666666667,3,0.6,0,3.666666667,2.4,2,0.666666667,3.666666667,2,1.75,2,2.666666667,0.5,4.666666667
0,1.7,0.25,6.333333333,0,1,66.30445522,46.88797585,14.94509804,1.6,4.666666667,0,8.740740741,0.75,6.824848485,59.51384149,1.444444444,13.15789474,2
0,2.607142857,5.317016317,1.09375,1.5,0,23.60173984,9.187908497,0,2.075,0,0,1.866666667,0.591666667,1.25,1.333333333,2.611111111,0,10.37719298
0,1.5,0,3.25,2,0.333333333,9.2,8,2.666666667,1.2,3,1,3,8.25,9,4.333333333,1.333333333,11,6.666666667
0,2,3.25,1.75,5.333333333,0.333333333,0.6,1,1,1.8,0,0,3.666666667,2,2.5,4,1,0,3.333333333
0,0,3.083333333,2.833333333,0.722222222,2.166666667,5.274231372,10.8181811,2.922435641,1.566666667,1.166666667,2.666666667,10.49490587,4.013759618,14.94335293,4.385964912,8.055555556,5.833333333,2.237698413
0,2.5,3,4.25,6,8.666666667,2.4,2.25,1.666666667,9,0,0,7,2.25,1.5,3.666666667,1,0,4
0,1.25,0.5,3.75,5,0,7.8,2.5,0.333333333,4.4,0.666666667,0,2,2.5,7.75,7,0.666666667,1.25,4
0,0,1.5,4.25,0,0.666666667,20.94166667,15,3.666666667,0,1.666666667,0,1,6.5,15,7.666666667,2.666666667,14.425,0.666666667
0,0.083333333,0.625,6.354158528,1.277777778,0.111111111,5.9,5.990513842,1,0.2,1,0.166666667,3.900461425,6.424520488,22.3956777,1.666666667,0.333333333,1.625,1.398809524
0,1,1.5,3.75,6.333333333,2,3.2,0,1,2,0.666666667,0.666666667,8,5,7.5,1.666666667,1.333333333,2.25,0
0,0.083333333,0.625,3.770504652,1.277777778,0.111111111,5.9,5.131138842,1,0.2,5.705010893,0.166666667,0.277777778,4.949680325,12.81289767,2.704823834,0.333333333,8.623147906,1.398809524
0,0.75,1.75,0.75,1.555555556,4.333333333,1,1,0.777777778,0.533333333,2.666666667,4.666666667,3.866666667,0,2.25,1.666666667,3,2.75,0.333333333
0,0,1.5,4.25,1.333333333,0.666666667,28.2,8.75,5,2.4,1.666666667,0,1.666666667,9,23.5,15,0.333333333,5.25,3.333333333
0,1.5,1.5,1.5,3.666666667,2,3,0.5,2,2.4,0.666666667,1,6.666666667,1.5,1,2,2,0.5,2.666666667
0,3.893181818,4.25,3.625,0.5,5.222222222,0.2,2.083333333,1.166666667,2.908571429,5.166666667,7.590909091,4,1.25,2.833333333,0.333333333,2.833333333,1.875,2.571428571
0,0,0.75,1.75,2.333333333,2,0.8,0.75,1,3,1.666666667,0.333333333,8.666666667,1.25,1.75,1.666666667,3.666666667,1,0.333333333
0,2.25,1.975,1,1.333333333,2.444444444,23.69524064,27.06985294,0,3.222222222,3,0,1,1.75,3.5,2.825396825,1.5,1,1
0,4.5,2.25,2.5,2.666666667,0,2.6,2.75,5.333333333,3,1,0,8.333333333,1.5,5,2.333333333,0,1,6
0,0,0.75,3,0,1,6.6,2,0.666666667,1.8,0,1.666666667,0.666666667,6,10,3.666666667,0,4.75,0
0,1,2,3,1.333333333,1,0.6,0.5,2,6,0.666666667,0.333333333,1.333333333,0.5,1.5,0.666666667,1.333333333,0,1.333333333
0,0.5,1.5,1.5,0,1,14.65833333,10,1,0.4,1.333333333,1,0,6,12,5,2.333333333,9.825,0
0,2.5,2.5,2.75,3,0.666666667,15.2,6.75,1,0.6,0.333333333,0,6,1,0.25,2.333333333,4,1,5
0,1.25,0.75,2,2.666666667,3.666666667,0,0,2.333333333,2,0,0.666666667,4.333333333,1,0.75,0.666666667,1,1.5,1.333333333
0,2,2.75,3.5,2,4.166666667,0.3,0.125,0.333333333,4.3,0,1.5,3.5,0.625,0.5,1.666666667,2.333333333,0.25,3.666666667
0,1,0.75,1.75,1,2.333333333,1.8,0.5,2.666666667,1.6,1,1,6,0,0.25,3,1.666666667,0.75,4.333333333
0,0.5,1.5,4.25,5.666666667,2,0.4,0,3,2,1.333333333,0,6.333333333,2.25,2.5,2,1.333333333,1,3
0,1.25,1.5,1,1,0.666666667,0.2,0.25,3.333333333,0.4,0,0.333333333,6.333333333,0.75,0.25,1,0.666666667,0.5,0.333333333
0,2.25,0.25,1.75,4.333333333,0,1.4,8.25,0.333333333,5.6,0.333333333,0,2.666666667,4.25,11.75,3,0,1.25,1.333333333
0,0,2.5,0,0,125.5,8.6,1.75,0,40.98672161,5.333333333,2.666666667,33.19774011,2.75,27.18478261,103.212408,133.4703536,0.5,0
0,4.25,3.25,2.5,7,0.666666667,1.8,0.75,2,3.2,5.333333333,1,2,1,0.5,4.666666667,0.666666667,0.5,6.333333333
0,0,0.25,0.25,0.333333333,8,3.8,2,2.333333333,1,2,0.666666667,5.333333333,2.75,5.75,3.333333333,3,0,0.666666667
0,0,0.25,3.75,1,1.333333333,19.8,5.75,3.333333333,0,1,0,1,7.25,18.75,3.333333333,0.666666667,9.25,5.666666667
0,0.25,1.5,2.75,1.666666667,0,16.8,1.75,1.666666667,1.4,0,0,1.666666667,11.75,24,3.666666667,0.666666667,18.25,0
0,0,0.75,0.75,0.666666667,0,3.8,1.75,1.333333333,0,0,0,1,4.25,10,2.333333333,1.333333333,10.75,0
0,0,0.5,3.75,1.333333333,1.333333333,5.8,3.25,1.333333333,0.4,0,0,0.333333333,10.25,16.5,7.333333333,3,4.75,0.666666667
0,5.25,2.25,4.25,6.333333333,1.666666667,8.4,3.25,1.333333333,6.8,0,0,8,1,3.5,2.666666667,1.333333333,2.5,8
0,0.25,3.25,1.75,1.666666667,0,1.8,0.5,1.666666667,2.4,0,0,0,4.5,2,1.666666667,0,0,0
0,1.25,2.75,0.5,0.666666667,4,1,0.75,0.666666667,0.2,0.333333333,0,2.333333333,1.5,1,1.333333333,1.333333333,0,0.666666667
0,0.25,1,0.5,2,8.666666667,0.4,1,0.666666667,1.2,6.333333333,10.33333333,2.666666667,0.25,1.5,0.666666667,4.666666667,0,0.666666667
0,0.25,7.858974359,3.208333333,3.5,0,1.366666667,0,3.333333333,5.642857143,2.273504274,11.5,0.166666667,0.911764706,0,11.08333333,2.333333333,1.875,2.166666667
0,1.5,2,1,1,1.333333333,1,2.25,0,5.2,1.333333333,2.333333333,1.666666667,2,12.75,0.666666667,0.333333333,0,1
0,0.5,1.5,0.5,1,0,1,0.25,1.333333333,0.8,0,0,0.333333333,0.75,2,0.666666667,0,15,0.333333333
0,0.25,0,5,0,0,12.8,10.25,4.333333333,0.2,1,0,0,5,11,8.666666667,0,8.5,1.666666667
0,0,0.5,2,0.666666667,0.333333333,2.8,0.5,0.666666667,0.4,0,0.333333333,2.666666667,8.25,10.25,1,0.666666667,7.25,0
0,0.291666667,0.75,0.25,2.666666667,0.666666667,2.4,0.583333333,1.666666667,0.657142857,0,0.333333333,5.666666667,1.5,1.5,2.833333333,3.666666667,1.5,0
0,0.75,0.75,1.25,0.333333333,0.666666667,0.8,0.5,1,1,0,0.666666667,4,0.25,2,4,0.666666667,8.5,2.666666667
0,0.25,0.833333333,0.75,2.333333333,1.666666667,14.38158529,7.03125,0.333333333,0.2,4.822222222,0,6.666666667,0,1.416666667,0,2.833333333,4.795454545,1.333333333
0,1.25,1.75,0.5,1.333333333,0,0.8,0.25,0.333333333,2.6,0,0,1,0.5,2,2.666666667,1,0.25,6.333333333
0,0.25,0.25,0,3,0,3.8,1,0.666666667,0.8,0,0.666666667,3,4.75,3,3.666666667,0.333333333,1,0.333333333
0,0.5,1,2.75,0.333333333,0,1.6,0.25,1.333333333,2.4,0,3.333333333,0.333333333,0.75,4.75,2.666666667,0,0.5,0.333333333
0,0,2.25,0.5,2.333333333,4,0,0,0.333333333,0.8,0.666666667,3,3.666666667,1,0.5,2,1.666666667,0.25,0
0,0.55,0,0.833333333,0,0.666666667,52.65349631,27.50958962,14.24705882,0,1.333333333,0,6.185185185,0.5,4.887575758,31.65832385,0.777777778,5.811403509,2
0,0.791666667,1.708333333,1.083333333,1.777777778,3.444444444,0.25,0.25,0.083333333,2.333333333,1.222222222,11.16666667,6.277777778,0.75,1.166666667,4.388888889,2.055555556,1.208333333,0.888888889
0,0.5,0.75,2.25,0.333333333,0.333333333,14,1.75,3.333333333,0.4,0,0,0,7.75,17.5,6,0,2.5,1
0,0,0.25,1,0,0,11.2,6.5,2.333333333,0,1,0,0.333333333,2.25,6,3,0,9,0
0,0,0.5,1.5,0,0,2.4,1.25,0.333333333,0,0.333333333,0,1.333333333,5,7.25,6.333333333,0.666666667,2.75,0
0,0.75,3.5,0.75,0.333333333,2.333333333,0.2,0.25,2.333333333,4.2,0.333333333,0,0.666666667,1,0.75,0,0.666666667,0,6.666666667
0,0,0.25,1,0,1,3,3.25,0,0,2.333333333,2.333333333,0.333333333,3.75,4.25,3,0,5.25,0.333333333
0,0.25,2,1.75,1.666666667,0,0,0.25,1.333333333,5,0,0.333333333,6.666666667,0.75,2.75,1,0,0.25,3.666666667
0,0.5,0.5,0.5,2.666666667,1.666666667,1.6,0,0,0.6,0,0.333333333,1,0.75,0,1.333333333,0,10,2
0,2,1,3.25,1,0.333333333,1.2,2.25,3,2.8,0.333333333,0.333333333,4.666666667,1.5,1.75,0.666666667,1,2.75,9
0,0,1.25,1.5,0.333333333,1,0.2,0,0.666666667,2.8,0.666666667,0,3,1.5,0.5,1.333333333,1.333333333,0,8.666666667
0,14,8.75,10.75,9.333333333,0.666666667,1.8,0,1.666666667,14.4,0.666666667,0,12,3.25,2.75,12.33333333,1,0,7
0,0.25,0,1.75,1,0,5.4,1.75,0.666666667,0.4,0,0,1,4,7,1.666666667,0,9.5,1.333333333
0,0.5,2,2,5.333333333,0.666666667,1,0,0.333333333,4.2,0.333333333,1,6.666666667,1.5,13,4.666666667,2.333333333,0,0.333333333
0,0.5,1.5,0.5,1.666666667,1.666666667,0.2,0,0.666666667,0.8,1,1,2.333333333,1,0.75,1,1.333333333,0.25,8.333333333
0,3.75,7.75,1.25,3.333333333,11,1.2,0.5,1.333333333,0.8,0.333333333,0,30.33333333,2.25,2.25,1,5,0.5,5.666666667
0,1.75,0.75,1.25,0.333333333,0,0,0.25,2,1.2,1,0,0,0.75,0.75,0,0.666666667,0,4.666666667
0,0,0,0.25,0,0.666666667,1,0,1,0,1,0,1.333333333,1.75,3.5,0,1.333333333,10.75,0.333333333
0,3.5,1.25,2.25,2.666666667,1,0,0,1.666666667,1.4,0.666666667,0,1.666666667,0.25,0.5,1.666666667,2.333333333,0.5,5.666666667
0,0,0,0.75,0,0,5,1,1.666666667,0.4,0,0.333333333,0.666666667,2.25,5.75,3,0.666666667,7.5,1.666666667
0,0.25,0.75,0.5,0.666666667,0.666666667,2.6,2,0.666666667,0,0,0,0.666666667,0.5,1.75,0,1,30.75,0.333333333
0,1.25,1,0.25,5.666666667,2.333333333,0,0.25,0,1.2,0,1,1.333333333,0.5,1.5,0,2,0,0
0,0,0.5,1.25,0,0,6.8,4,0.666666667,0,0,0,0,3,10.25,3,0,8,0
0,1.25,0.25,1.5,3.333333333,0,0.2,0,0,3.2,0.666666667,5.333333333,0,0.5,1.5,2,0,0,1
0,11.75,0,0.5,0.666666667,0,1.6,0,0.333333333,0.4,0.333333333,0,0.333333333,1.75,1.5,2,3,1.25,3.666666667
0,0.25,0,0.5,0.333333333,0,2.8,0.75,0.333333333,0.4,0,0,0,1,3.5,2.333333333,0.333333333,8.75,0
0,2.75,1.25,1.75,1.333333333,0,1.6,0.25,0.666666667,2.4,0,0,1,0.25,4.25,1.333333333,0.666666667,0,2
0,0,0,0.083333333,0,0,6.442048472,3.35243453,3.141176471,0,0.333333333,0,0.740740741,0.5,1.537575758,7.494501327,0.111111111,2.280701754,1
0,1.75,1,2.5,5.666666667,0.333333333,0.4,0.25,2,1.2,0.333333333,0,0.666666667,0.25,0.75,2.666666667,0.666666667,0,5.666666667
0,0,0.416666667,5,0.222222222,0,1.866666667,0.083333333,1.222222222,0.066666667,0,0.333333333,0.777777778,6.083333333,7,1.777777778,0.666666667,4.25,0.444444444
0,0,0.25,1.25,0,0,2.4,0.25,5,0,0,0,0,3,6.75,1.333333333,7,3.75,1.666666667
0,1.5,0,2.25,4.333333333,0.666666667,1.2,0.25,0.333333333,1.6,1.666666667,0.333333333,4,0,0,1,1,0,2
0,0.5,2.25,1.5,0.666666667,0,0.4,0.5,0.666666667,0.8,10.33333333,0,3,0.25,1.5,1,0.666666667,0,1
0,0,0.333333333,1.464197153,0.825932875,0.222222222,3.642476032,3.472484963,0,0.466666667,0.444444444,1.555555556,0.444444444,0,2.059808742,0.681882114,0.777777778,10.07704652,0.631349206
0,0.306635186,0,1.158971874,5.459829965,0,1.96568631,0,1.576732294,0.803033116,0.724945624,0,1.357179387,1.455112265,0.570637132,9.833576422,0.936894006,0,2.362957215
